
German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;
1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;300/12;360/12;1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;480/12;600/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;7/12;14/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;
20090902;0.34108075;0.36359756;0.73071225;1.36343867;1.85200185;2.21668607;2.48869388;2.89481091;3.21041229;3.32828796;3.66833080;4.28948248;4.18348143;0.34994674;0.37157699;0.49804915;0.79450883;1.37692084;1.92567815;2.33553337;2.64057645;3.13395938;3.51956131;3.66120903;4.14431364;4.40605043;4.35697623;4.32427142;0.45000000;0.44200000;0.38600000;1.33411607;2.02262804;2.45488301;2.63673750;3.01819232;3.34422863;3.69386348;4.09588594;4.23649689;4.33836819;4.27549632;4.19259351;0.37130435;0.41633910;0.50318151;0.75400378;1.74767748;2.16420859;2.85800421;3.05994212;3.44950292;4.05500891;4.30637118;4.74738617;4.99144290;5.60124649;0.14500000;0.18000000;0.25010508;0.33036876;0.48656906;0.59788727;0.85149979;1.17235330;1.29749860;1.82806890;2.19692523;2.36468429;0.17243500;0.25362674;0.25362057;0.09930243;0.13715515;0.21901612;0.41581765;0.90653031;1.41951850;1.97160348;2.30421200;3.01424500;3.33182563;3.44515361;3.93541490;4.18098840;4.42685762;
20090903;0.33820875;0.36791700;0.68046228;1.32845180;1.84046693;2.21655436;2.48847741;2.91319692;3.23214607;3.34875348;3.70134539;4.33929726;4.22234659;0.34673170;0.37913204;0.46668618;0.69309336;1.33943375;1.92395397;2.33467430;2.64165483;3.16390735;3.57215207;3.70577317;4.18893221;4.44689783;4.39557575;4.36137348;0.45000000;0.44200000;0.42900000;1.37734755;2.07642876;2.50994183;2.71329296;3.08721280;3.39974437;3.74398247;4.16180776;4.29028928;4.36270028;4.31401911;4.23109752;0.36893235;0.42115854;0.45417540;0.70425380;1.69841701;2.15402377;2.85730174;3.09595355;3.50420093;4.11194462;4.36721748;4.82864826;5.06424430;5.66068222;0.14500000;0.18000000;0.25010508;0.33539190;0.48655065;0.59786911;0.84838302;1.16175770;1.29771453;1.79944497;2.16150450;2.30908811;0.20288005;0.25362674;0.25362057;0.10665097;0.13811050;0.22308325;0.42768400;0.92450627;1.44609775;2.00306265;2.33925553;3.05550840;3.36658252;3.47790976;3.97216819;4.21974745;4.46762721;
20090904;0.33799690;0.34180753;0.65909111;1.29628529;1.80817466;2.18518665;2.47193347;2.92841153;3.25173591;3.36459739;3.71934986;4.36112009;4.23203233;0.34615528;0.35444130;0.46848417;0.67573083;1.29976056;1.90000745;2.32288409;2.64112437;3.18104282;3.58592655;3.71670351;4.20054068;4.45812036;4.40473896;4.36916490;0.44500000;0.43200000;0.38900000;1.33409323;2.05462347;2.48906470;2.69877569;3.09577560;3.42322058;3.76530252;4.20666567;4.31244976;4.40281210;4.33138138;4.27227909;0.36922050;0.39554906;0.44618802;0.68338263;1.67930784;2.12123226;2.83188273;3.08786247;3.51499637;4.12682723;4.38299088;4.84208026;5.08236273;5.69184718;0.14500000;0.18000000;0.24509606;0.33540312;0.49161705;0.62329736;0.88945810;1.19793370;1.34167742;1.81315112;2.16932706;2.29691433;0.19272966;0.25362674;0.25362057;0.11522217;0.14180760;0.23090818;0.43841767;0.93917410;1.48261163;2.05401107;2.39968841;3.15126061;3.47121003;3.58577095;4.08822325;4.33991423;4.59191561;
20090907;0.33585746;0.35186795;0.66503716;1.27711265;1.79200782;2.16478200;2.44827212;2.90129359;3.22910936;3.34310869;3.71228568;4.37138964;4.25528680;0.36424211;0.37246582;0.44293319;0.65859663;1.30214222;1.89829435;2.31774471;2.63323938;3.16671559;3.57264396;3.70747528;4.20301576;4.47242782;4.42559005;4.39437511;0.44700000;0.42200000;0.37900000;1.31796228;2.03633035;2.47492336;2.69534719;3.10109848;3.44947457;3.78942644;4.22907726;4.31471381;4.36077548;4.27843345;4.21937989;0.36758106;0.40610949;0.45586388;0.68982868;1.63970653;2.07251916;2.78674899;3.04810562;3.49861212;4.12502160;4.38702440;4.85580918;5.10890039;5.75839836;0.14500000;0.18000000;0.25010508;0.35548973;0.51680823;0.64854045;0.93037832;1.23391213;1.38874862;1.85528084;2.21233873;2.34677800;0.19272966;0.25362674;0.25362057;0.11522217;0.14180760;0.23090818;0.43841767;0.93917410;1.48261163;2.05401107;2.39968841;3.15126061;3.47121003;3.58577095;4.08822325;4.33991423;4.59191561;
20090908;0.33635689;0.36025827;0.63199644;1.25210774;1.78125393;2.16963166;2.46693353;2.93205112;3.27028311;3.38662119;3.76137050;4.42984155;4.32620727;0.35453960;0.38468728;0.45088202;0.66372354;1.28787914;1.89029489;2.32316889;2.65086905;3.19754810;3.61783057;3.75690814;4.26137108;4.53963790;4.49145170;4.45933843;0.44700000;0.42800000;0.39400000;1.35431646;2.07806914;2.51997936;2.73613017;3.15325146;3.49140650;3.82695478;4.24729658;4.32491468;4.37384662;4.27337603;4.19733471;0.36858049;0.41499981;0.43040499;0.65728796;1.62581390;2.06783821;2.76928520;3.04038931;3.50090312;4.14229609;4.41169511;4.87796484;5.13279783;5.78856810;0.14500000;0.18000000;0.23708221;0.33441632;0.48658619;0.61316648;0.89996314;1.21388318;1.36862021;1.84050825;2.20479661;2.35121200;0.19273118;0.25362674;0.25362057;0.11202426;0.14495126;0.23533772;0.44987628;0.96315756;1.51944214;2.09328013;2.44289232;3.17396523;3.50788034;3.62770562;4.13475297;4.38874992;4.64306291;
20090909;0.31835562;0.34947996;0.69134630;1.27399363;1.82170944;2.22488275;2.52982098;3.00639445;3.35316736;3.47080305;3.85187351;4.53212641;4.42931687;0.32723574;0.35906613;0.43332073;0.69991773;1.30063531;1.90952202;2.34930360;2.67988462;3.23796240;3.66978537;3.81420621;4.33263556;4.60648769;4.55326125;4.51779039;0.44500000;0.42500000;0.44300000;1.40358366;2.13383011;2.58230260;2.80173536;3.23148339;3.58657051;3.91212366;4.31713511;4.39051909;4.41702759;4.30946706;4.24672471;0.35107922;0.40472150;0.45162606;0.71713782;1.62034064;2.06035387;2.76172831;3.03069413;3.49797985;4.14223516;4.41759204;4.89016950;5.14472565;5.79899140;0.14500000;0.18000000;0.23007068;0.32538968;0.47652903;0.60817778;0.88252813;1.20373061;1.36387083;1.83563784;2.20487622;2.35936731;0.17243500;0.25362674;0.25362057;0.11405908;0.14726682;0.21656464;0.44325873;0.94962810;1.48762626;2.06634506;2.42441453;3.16544303;3.50426018;3.62604031;4.14385161;4.40325084;4.66297968;
20090910;0.32924897;0.35500686;0.66069920;1.21363348;1.75800839;2.15152196;2.45087985;2.92246510;3.27912142;3.40015436;3.78205102;4.46077376;4.35779704;0.33817281;0.36425246;0.45034002;0.68394622;1.24534950;1.84263855;2.27177019;2.59709155;3.15295668;3.59362525;3.74267706;4.25672175;4.54526131;4.49479239;4.46115844;0.44500000;0.42300000;0.39800000;1.35428555;2.08010420;2.52518935;2.73380348;3.15429468;3.51356878;3.84066933;4.25958649;4.34612331;4.36563611;4.28538180;4.21417402;0.36247257;0.41074839;0.45837411;0.68699073;1.60633685;2.03290683;2.72448337;2.97609645;3.43984888;4.07644795;4.35954922;4.84633898;5.11123330;5.78797540;0.14500000;0.17500000;0.21505393;0.31035996;0.46146746;0.59817263;0.87453649;1.20419580;1.36435024;1.83955105;2.21136589;2.36558826;0.17243500;0.25362674;0.25362057;0.09131228;0.14521353;0.21533794;0.43052905;0.91074554;1.42836352;1.99077587;2.33854870;3.04801273;3.37942546;3.49874635;4.00894727;4.26452721;4.52042733;
20090911;0.33965611;0.36137021;0.68547508;1.21045351;1.75481875;2.14519758;2.44455200;2.89514427;3.22742051;3.34253157;3.70877908;4.36451011;4.25221930;0.34883969;0.37021732;0.44075610;0.69424424;1.23956817;1.82952719;2.25213516;2.57145646;3.10957770;3.52390413;3.66276250;4.16208222;4.44131450;4.38502129;4.34750763;0.45000000;0.43700000;0.37900000;1.32910433;2.05373966;2.49027676;2.69137066;3.08726303;3.44272781;3.76270743;4.18274932;4.27145977;4.28495263;4.20941160;4.15945363;0.37337971;0.41761175;0.45756583;0.71226661;1.60718947;2.02863470;2.70532386;2.95050545;3.39516254;4.00637515;4.27401325;4.73670511;4.99371113;5.62017659;0.14500000;0.17500000;0.21004675;0.30032696;0.43626304;0.58307815;0.84901711;1.17308385;1.33850381;1.81553105;2.18425840;2.33849692;0.16228695;0.25362674;0.25362057;0.09856678;0.14459663;0.21533156;0.42529435;0.93028154;1.44355081;2.00504625;2.35173660;3.03534572;3.36965229;3.48989680;3.99221764;4.24384286;4.49577846;
20090914;0.30123630;0.37011006;0.71403689;1.24969114;1.80140982;2.19718752;2.49243862;2.93234070;3.24992225;3.35921722;3.71869323;4.36590334;4.24670995;0.34154775;0.37921267;0.45322925;0.72550819;1.28747401;1.88126760;2.30786750;2.63063803;3.15931377;3.55133404;3.68301363;4.17486912;4.44550394;4.38233834;4.34024725;0.45000000;0.43800000;0.37300000;1.33421504;2.05268379;2.50610611;2.70606820;3.08754857;3.43024699;3.74884425;4.16124494;4.24472404;4.25456844;4.17650738;4.11719735;0.33545990;0.42685160;0.47413905;0.74132841;1.63545810;2.07138548;2.75481051;2.99783949;3.43377239;4.02446795;4.28803163;4.73456289;4.98088172;5.56783126;0.14500000;0.17000000;0.21505866;0.29530052;0.42113183;0.57298781;0.83886930;1.16815575;1.32810270;1.80493990;2.16709951;2.31463084;0.13184876;0.30438919;0.25362057;0.09022388;0.14321150;0.21585889;0.43344867;0.95946822;1.48199135;2.06549737;2.42521099;3.12200010;3.45168591;3.57034337;4.05300747;4.29476851;4.53681597;
20090915;0.32677552;0.37481327;0.73064817;1.25363976;1.81666468;2.21877089;2.52048316;2.96381887;3.28036979;3.38368336;3.74033190;4.38483504;4.24986162;0.33547351;0.38372836;0.46866648;0.74494095;1.28964909;1.88475399;2.31642365;2.64448164;3.17898786;3.56519925;3.69299774;4.17726839;4.45355599;4.38684466;4.34239208;0.45300000;0.43000000;0.27400000;1.21847643;1.93523493;2.42927155;2.65688879;3.09535030;3.45953082;3.76598808;4.16903412;4.24424954;4.26784965;4.19026265;4.09131469;0.36149912;0.43205481;0.49439523;0.75843969;1.63734712;2.06814531;2.75896983;3.00524600;3.44904840;4.03799401;4.29992403;4.73769798;4.98114215;5.55530173;0.14500000;0.17000000;0.21505866;0.30032132;0.43120910;0.58818232;0.85415276;1.18359954;1.34909024;1.83784339;2.18789837;2.33561900;0.17243500;0.22317521;0.22317043;0.08644840;0.13438007;0.20624234;0.42462592;0.97413177;1.50205267;2.08996531;2.45226388;3.15341101;3.47608493;3.59267457;4.07956287;4.32344349;4.56761555;
20090916;0.33816127;0.38240961;0.74678585;1.25758798;1.83294834;2.24871821;2.55477154;3.01374929;3.34438157;3.45005039;3.79509431;4.42827246;4.28599516;0.34687773;0.39120579;0.48863893;0.75986765;1.30201943;1.90455845;2.34424186;2.67626524;3.21736384;3.60502418;3.72689331;4.20480006;4.47599723;4.40265475;4.35378614;0.45200000;0.41000000;0.34300000;1.27974515;1.99892194;2.50806777;2.73036947;3.17155820;3.53991289;3.84483441;4.22870554;4.29708138;4.33076081;4.24758307;4.17528760;0.37338487;0.44015115;0.51217126;0.77507737;1.59864898;2.03971530;2.73983651;2.99363636;3.44961567;4.03170207;4.28790690;4.70973259;4.95104711;5.50934431;0.15000000;0.17000000;0.21505866;0.30534266;0.43119280;0.58307743;0.86969569;1.20465667;1.37028796;1.85363044;2.19765139;2.33867781;0.17243500;0.23332523;0.23332001;0.04086907;0.11691365;0.19644703;0.42201316;1.02874022;1.55152156;2.14563081;2.51115836;3.20250728;3.50704913;3.61757496;4.09229731;4.33007337;4.56812645;
20090917;0.35917549;0.39857579;0.77424244;1.30387084;1.87328855;2.27980698;2.57744721;3.01566937;3.33961171;3.45028037;3.79964186;4.43782412;4.30026520;0.36818187;0.41013155;0.50413918;0.78495610;1.34831378;1.94144193;2.36966462;2.69231800;3.21336746;3.59336430;3.71587372;4.20291183;4.48309022;4.41702000;4.37299440;0.44800000;0.41800000;0.37600000;1.29469198;2.01808092;2.53578616;2.76455958;3.21482821;3.59109530;3.88971678;4.25779430;4.32515240;4.34538309;4.25490574;4.16509492;0.39489909;0.45681733;0.51940478;0.80303397;1.65531521;2.08927409;2.77285275;3.03220820;3.47050060;4.03670071;4.28869139;4.71107254;4.95939970;5.53300230;0.15000000;0.17000000;0.22006623;0.31537635;0.44629289;0.60839966;0.90346772;1.23558905;1.38499837;1.87446722;2.21255853;2.35389295;0.16228767;0.22317521;0.22317043;0.03602302;0.10011287;0.19281996;0.40794651;0.97717327;1.48633743;2.06932537;2.42877319;3.11455465;3.41515357;3.52431270;3.99048150;4.22396615;4.45771805;
20090918;0.32379389;0.40042605;0.76771999;1.30799493;1.88872560;2.30366626;2.61419167;3.08022591;3.40541303;3.51364100;3.86185983;4.50150478;4.36326551;0.33417736;0.40833223;0.50180753;0.77911666;1.35843715;1.97014206;2.40218224;2.72478548;3.25363581;3.65397549;3.77908336;4.27444043;4.56659706;4.50522511;4.46432863;0.44700000;0.41500000;0.39600000;1.30872019;2.03632203;2.55941142;2.79250615;3.22950957;3.60953959;3.89711630;4.24302133;4.30877804;4.33087685;4.24829133;4.14202943;0.36001749;0.45916759;0.51257400;0.79701151;1.57221954;2.08641338;2.75404795;3.03065274;3.48555700;4.09444992;4.34248086;4.75934418;5.00510532;5.57624720;0.15000000;0.17000000;0.23008224;0.32037766;0.45231240;0.61341756;0.90022956;1.23550747;1.37945186;1.86305647;2.18833138;2.33036396;0.18258192;0.23332523;0.23332001;0.05406295;0.09236944;0.20158821;0.43942902;1.03934319;1.57001398;2.15695012;2.51895650;3.19596586;3.49869116;3.60822456;4.05788055;4.28308080;4.50852958;
20090921;0.35564589;0.39451356;0.72697520;1.29869219;1.87527827;2.28704431;2.59004797;3.06043477;3.39834443;3.51133234;3.87589390;4.53641707;4.42241051;0.36197107;0.40596543;0.50196095;0.78044574;1.33607174;1.94521655;2.38315219;2.71041615;3.23845138;3.66110523;3.79388195;4.31329335;4.63050721;4.58272553;4.55088175;0.44800000;0.40500000;0.40000000;1.33299660;2.04938473;2.57995524;2.79041895;3.22534970;3.61609160;3.90248284;4.24573124;4.30707435;4.33145465;4.24018764;4.14890608;0.39236949;0.45375509;0.54175358;0.75676672;1.54253809;2.06080097;2.72504026;2.99946186;3.46886535;4.08638335;4.34486525;4.75945154;5.01301043;5.60474775;0.15000000;0.17000000;0.23008224;0.32037766;0.45231240;0.61341756;0.90022956;1.23550747;1.37945186;1.86305647;2.18833138;2.33036396;0.16228767;0.23332523;0.23332001;0.05992447;0.10358137;0.20465355;0.43090519;1.03210228;1.56575597;2.15545049;2.52109401;3.20888821;3.51353569;3.62403988;4.07461764;4.30028027;4.52619243;
20090922;0.31729164;0.37575706;0.70147890;1.30391031;1.89078628;2.29944495;2.59391138;3.05659733;3.38874235;3.49815220;3.84941665;4.49230549;4.36804665;0.32564276;0.38580358;0.49416201;0.70707569;1.35104703;1.96066736;2.39224355;2.71501775;3.23445193;3.65227473;3.78057111;4.28947387;4.59727147;4.54874452;4.51640426;0.45000000;0.40500000;0.41400000;1.32276254;2.04321602;2.58539527;2.80228824;3.24836085;3.64389141;3.93430999;4.29196641;4.37019831;4.41448174;4.33540427;4.24863849;0.35451524;0.43549860;0.51339696;0.73177042;1.54277871;2.07648338;2.74191311;3.00980344;3.47250866;4.08337400;4.33955364;4.73628438;4.98167381;5.53943251;0.15000000;0.17000000;0.23008224;0.32037766;0.45231240;0.61341756;0.90022956;1.23550747;1.37945186;1.86305647;2.18833138;2.33036396;0.14199455;0.20287666;0.20287272;0.05845873;0.10644401;0.20329118;0.44215913;1.00564311;1.54070350;2.12285909;2.48466238;3.17077271;3.47566111;3.58621237;4.03214061;4.25547088;4.47904560;
20090923;0.36944778;0.38219188;0.69500000;1.30193714;1.88366685;2.29439577;2.57814490;3.04078060;3.37752152;3.49174337;3.84724981;4.49540894;4.37724084;0.37819965;0.39229360;0.44197402;0.70567876;1.33251293;1.94402714;2.36963097;2.68580983;3.19251757;3.62189111;3.75619760;4.28235013;4.59125740;4.54350084;4.51167380;0.45700000;0.41200000;0.40600000;1.32282290;2.03708160;2.59086942;2.79909472;3.23511630;3.62353099;3.91125200;4.26518540;4.34852100;4.38948110;4.30909949;4.24332643;0.40717138;0.44243342;0.51231790;0.72579152;1.50735024;2.05846297;2.72586640;3.00887298;3.48828374;4.11785466;4.37076336;4.75153084;4.98626315;5.51085690;0.15000000;0.17000000;0.23008224;0.32037766;0.45231240;0.61341756;0.90022956;1.23550747;1.37945186;1.86305647;2.18833138;2.33036396;0.13184876;0.22317521;0.22317043;0.05678365;0.10156115;0.19866236;0.43190267;0.94733237;1.49155410;2.07634632;2.44043171;3.13152704;3.44659275;3.56100654;4.02381893;4.25561957;4.48768357;
20090924;0.34038990;0.37579241;0.67895076;1.21425680;1.78735851;2.20085176;2.47791544;2.95751966;3.30398120;3.41909975;3.78038585;4.43346482;4.32095928;0.34876390;0.38526892;0.45193133;0.68749074;1.26421427;1.86791929;2.29333294;2.61562423;3.13180310;3.56323828;3.69803270;4.22668900;4.53882065;4.50003041;4.47417707;0.45200000;0.41000000;0.34300000;1.25240871;1.96109393;2.50069025;2.73365498;3.16686577;3.56633985;3.84340587;4.20463713;4.29368102;4.35327635;4.27782837;4.19911466;0.37861350;0.43653395;0.50789534;0.71024228;1.44972444;1.98722878;2.63708932;2.90593362;3.39832325;4.03659336;4.29524269;4.68014962;4.92112239;5.45185171;0.15000000;0.17000000;0.23509066;0.34046116;0.48152773;0.62845864;0.90500195;1.24030523;1.36244292;1.85738284;2.16616426;2.29237992;0.13184876;0.21302569;0.21302134;0.04343620;0.09722139;0.19276588;0.42851927;0.92946721;1.46391353;2.04853536;2.40012246;3.09089395;3.41003092;3.52611204;3.99733178;4.23335061;4.46964251;
20090925;0.34970828;0.37271276;0.67998162;1.22637561;1.78927650;2.18814374;2.45242164;2.92091352;3.24293759;3.34251196;3.68392298;4.30792188;4.17267679;0.35640457;0.38081181;0.46423354;0.71944573;1.26730677;1.86016311;2.27656974;2.59520910;3.09501775;3.50357474;3.62831188;4.13961698;4.43189207;4.38920003;4.36074706;0.45800000;0.41700000;0.32100000;1.20297064;1.90516988;2.43495211;2.65068653;3.07689276;3.48621189;3.76617434;4.13720578;4.22581760;4.27966513;4.22341940;4.14133778;0.38843188;0.43395430;0.50573678;0.71177314;1.47102122;1.99520438;2.62924581;2.88193965;3.34744221;3.97598047;4.23168867;4.60313289;4.84316871;5.35387975;0.15000000;0.17000000;0.22006623;0.33044616;0.47654703;0.60310780;0.89398315;1.23559136;1.35225893;1.84698399;2.15305973;2.26838860;0.12170307;0.21302569;0.21302134;0.03720806;0.10459835;0.19839863;0.45305129;0.98190737;1.48983136;2.05672277;2.39762290;3.05692155;3.34962126;3.45676712;3.91627514;4.14641818;4.37682096;
20090928;0.34575123;0.37881287;0.72267494;1.24634285;1.79908258;2.19905740;2.46019203;2.93652846;3.25979409;3.35577034;3.69225926;4.31057972;4.17093528;0.35509390;0.38787888;0.46285500;0.73183235;1.29827450;1.88039828;2.29298264;2.61058375;3.11329457;3.52232690;3.64177694;4.14220287;4.41929141;4.36705055;4.33223624;0.45800000;0.40500000;0.37800000;1.24305038;1.92278680;2.43580765;2.66780278;3.09971497;3.53044682;3.79213800;4.16482772;4.24439618;4.30072793;4.22453213;4.15026458;0.38497483;0.44055441;0.51517658;0.75496646;1.50222836;2.02343809;2.65452301;2.87164184;3.35982010;3.99508268;4.26155388;4.62434403;4.86302876;5.36895079;0.14500000;0.17000000;0.23008224;0.33042405;0.46641881;0.58787265;0.86416310;1.20968838;1.32083084;1.82071394;2.13265077;2.25460829;0.12170348;0.20287666;0.21238670;0.03764252;0.10651642;0.19229067;0.43999734;0.97560418;1.48185905;2.03411803;2.36619975;3.02140677;3.30951204;3.41515157;3.85821705;4.08011155;4.30224758;
20090929;0.32700431;0.38732996;0.73271808;1.26244315;1.80294676;2.19145084;2.44409006;2.91488716;3.23234944;3.32478310;3.65634700;4.26698501;4.10955193;0.34317121;0.39751017;0.47512678;0.74301408;1.32120265;1.89012462;2.29071847;2.60274085;3.09816538;3.49939453;3.62449098;4.11425759;4.38890371;4.34125744;4.30950390;0.46000000;0.42000000;0.49100000;1.35964317;2.01732347;2.48972058;2.69732957;3.10216315;3.51811156;3.76246468;4.14757959;4.21174886;4.26712750;4.18896227;4.11422240;0.36672791;0.44957150;0.49640118;0.76550960;1.53350156;2.04488712;2.66517324;2.87374133;3.35199538;3.97812328;4.24854569;4.60198344;4.83594951;5.31990435;0.14500000;0.17500000;0.22506915;0.33043026;0.47147719;0.59294085;0.86409421;1.21494539;1.32066403;1.83209233;2.15044242;2.27191362;0.12170348;0.20287666;0.20287272;0.05776438;0.12612166;0.18486018;0.45068072;1.00113361;1.50268168;2.05134711;2.38126321;3.02736259;3.32255159;3.42999908;3.85649139;4.07007274;4.28387785;
20090930;0.31260841;0.40908275;0.72702286;1.29581434;1.82824672;2.20952548;2.46436266;2.93202569;3.24617076;3.33386753;3.66902366;4.28416966;4.13444494;0.32018012;0.42016780;0.51217627;0.73528800;1.33905405;1.91959135;2.32794605;2.64058687;3.13271900;3.51686334;3.63510110;4.11688718;4.38344952;4.32678871;4.28903020;0.47200000;0.44500000;0.44100000;1.37318744;2.01440948;2.47622368;2.67740262;3.08663010;3.49653014;3.74194203;4.13890528;4.21162416;4.26053778;4.17796004;4.11475937;0.35283201;0.47182429;0.50283188;0.76031438;1.64512454;2.13664947;2.74119388;2.93583444;3.40577426;4.01534735;4.28399971;4.61806940;4.85050885;5.32463853;0.14500000;0.18000000;0.25010803;0.35046684;0.48144445;0.59783965;0.86591195;1.23063078;1.33965316;1.85955169;2.17572671;2.29972958;0.14199455;0.20287666;0.20287272;0.03146509;0.12659723;0.17280294;0.42947769;0.95031508;1.46449347;2.01893395;2.35233037;3.01987426;3.33454459;3.44858640;3.88521905;4.10388665;4.32278878;
20091001;0.33515040;0.41656599;0.71624779;1.24845521;1.75711288;2.11937107;2.36129529;2.83819792;3.16561431;3.25671523;3.60659040;4.23754344;4.10711106;0.34639761;0.42810538;0.50315724;0.72725263;1.30479291;1.86605220;2.26529581;2.58638397;3.10101821;3.49722063;3.63085602;4.13528655;4.39225434;4.33933318;4.30406571;0.47200000;0.44800000;0.33800000;1.25951908;1.89707746;2.36676756;2.54957785;2.96580831;3.39309796;3.64491976;4.08095990;4.17086228;4.24355185;4.16493491;4.11587145;0.37587400;0.47980753;0.50784968;0.75003932;1.55998215;2.07963408;2.70232790;2.89574553;3.38207489;3.99521273;4.27668928;4.62472219;4.86479313;5.36116614;0.14500000;0.18000000;0.25010803;0.35549211;0.48647869;0.59779728;0.85863480;1.22004657;1.33121830;1.86598926;2.19483677;2.32493419;0.09127071;0.20287666;0.22317043;0.04268144;0.10159222;0.15557840;0.38102351;0.87694543;1.37283687;1.90308467;2.22190330;2.87944044;3.20531532;3.32364895;3.77831283;4.00602589;4.23399341;
20091002;0.33879691;0.41834693;0.71951095;1.24845521;1.74788999;2.11325750;2.34879456;2.81902752;3.13716220;3.22116229;3.56806006;4.19348000;4.04176596;0.35229955;0.41151673;0.50991041;0.72929307;1.30861634;1.86953322;2.25905298;2.57471641;3.08214651;3.47158444;3.59818938;4.10349723;4.34601324;4.28733221;4.24822808;0.47300000;0.44500000;0.35100000;1.25638897;1.88568796;2.34165908;2.50957672;2.89374893;3.32286369;3.58516825;4.08032900;4.19185971;4.23363419;4.17034036;4.08234360;0.38002051;0.48208847;0.50996493;0.75380247;1.54781434;2.06586969;2.67948266;2.86755148;3.34030612;3.93301685;4.21140215;4.56953102;4.80261792;5.26756770;0.14500000;0.18000000;0.24509896;0.34042928;0.47138903;0.57251912;0.82804937;1.18375977;1.29265018;1.82886462;2.14695724;2.28858138;0.13184828;0.18258009;0.20287272;0.05297253;0.10128659;0.15075106;0.39036710;0.87648642;1.38638271;1.92060399;2.24238216;2.90552824;3.24113225;3.36276915;3.82179734;4.05169983;4.28186165;
